Tumut2 !Generic gate ops module						 ! title doesnt do anything
1.0	!Simulation Time Step					 timestep in minutes for gate operations. it takes timeste of the rorb model which is based on temporal patterns eg 3hr increments for long duration and interpolates it to get a shorter timestep so that the time of the gate opening can be calculate say if it is half an hour
1930635 !SFSL (m³)					 this is a datum for reference of where drawdown is subtracted from. e.g if you have 0 drawdown, the storage will start at this value
0	!Pre-release (m³)					 if you doing a pre-release scenario that you take from the storage in addition to the drawdown. not doing it through drawdown distributions
0	!Transfers (m³/s)					transfer turn on as sooon as there is any flow.outflow in m3/s as a constant rate and joins downstream of the spillway crest.using transfer the special storage when printed with inflow and outflow hydrographs won't include the transfers in the calculations. however any node downstream of the special storage will include the transfer.need to sometimes look at Peak 3 for flood through spillway.sometimes need to look at total flow therefore look at peak 4. see pg4 of exercise book
106	!Number of pairs in storage discharge relationship					 that is the number of rows in the GenericGateOpsTest spreadsheet (as an example).put in whole number of rows in spreadsheet
13	!Number of gate openings the storage discharge relationships are defined for					how many lines you have in x-diraction from Generic gateOps test spreadsheet (not for SH). If you set the number of gate openings, you can use the transfer options or pre-release. You also skip the line with the gate openings.So donb't include line 11 at all.Also line 6 and 7 GET IGNORED
59	!Number of pairs relating water level to gate openings
100	!Number of storage elevation pairs		
33	!Time to open (min)					time for gate opening.fully closed to fully open			
825.55	!Trigger level (m)					trigger level for gate to start opening
	0	0.6	1.2	1.8	2.4	3	3.6	4.3	4.9	5.5	6.1	6.7	8.46
1049546.223	0	0	0	0	0	0	0	0	0	0	0	0	0
1059903.877	0	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032	1.671471032
1080619.185	0	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467	8.750987467
1101334.493	0	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883	18.97039883
1122049.801	0	26.57316242	31.65812775	31.65812775	31.65812775	31.65812775	31.65812775	31.65812775	31.65812775	31.65812775	31.65812775	31.65812775	31.65812775
1142765.109	0	28.39239275	46.49321254	46.49321254	46.49321254	46.49321254	46.49321254	46.49321254	46.49321254	46.49321254	46.49321254	46.49321254	46.49321254
1163480.417	0	29.40854029	63.26461104	63.26461104	63.26461104	63.26461104	63.26461104	63.26461104	63.26461104	63.26461104	63.26461104	63.26461104	63.26461104
1184195.725	0	30.39599144	77.21381724	81.80545284	81.80545284	81.80545284	81.80545284	81.80545284	81.80545284	81.80545284	81.80545284	81.80545284	81.80545284
1204911.033	0	31.38344259	89.0493953	102.0414997	102.0414997	102.0414997	102.0414997	102.0414997	102.0414997	102.0414997	102.0414997	102.0414997	102.0414997
1225626.341	0	34.87254421	99.65545456	123.8246928	123.8246928	123.8246928	123.8246928	123.8246928	123.8246928	123.8246928	123.8246928	123.8246928	123.8246928
1246341.649	0	41.90701126	110.2615138	143.4077531	147.1291498	147.1291498	147.1291498	147.1291498	147.1291498	147.1291498	147.1291498	147.1291498	147.1291498
1267056.957	0	48.85144999	119.3938991	161.3960445	171.9150384	171.9150384	171.9150384	171.9150384	171.9150384	171.9150384	171.9150384	171.9150384	171.9150384
1287772.265	0	54.78801086	128.4059357	179.235553	198.0786667	198.0786667	198.0786667	198.0786667	198.0786667	198.0786667	198.0786667	198.0786667	198.0786667
1308487.573	0	60.40011983	136.3655303	196.4408953	218.7948176	225.6198709	225.6198709	225.6198709	225.6198709	225.6198709	225.6198709	225.6198709	225.6198709
1329271.638	0	65.5660111	143.9658406	210.5500149	240.9456927	254.4377134	254.4377134	254.4377134	254.4377134	254.4377134	254.4377134	254.4377134	254.4377134
